id,time,text
218,0:00:14,"演箫剑那个演员现在脸胖的,按他脸形烙张饼能啃半拉月,"
219,0:00:14,"碎了,晚安哒,"
220,0:00:14,"如果你能出现在我面前,哪怕只有短短几秒也好"
221,0:00:14,"都说女人善变,没错,她们可以剪水秋瞳含情脉脉,可以张牙舞爪霸道异常,妄图去揣测她们内心世界,必将让你死得其所,"
222,0:00:14,"到底怎么做才能让你成为一个有责任感的男朋友,学会不要一而再再而三的作践我的心情,"
223,0:00:14,"好吧,你要断,随你了,同是摩羯,我懂,她懂,你不懂,"
224,0:00:14,"我特别佩服而且是越来越佩服中国足协淘人的本领,阿兰,佩兰,何许人,为什么选他,放着那么多有能力且证明过自己的教练不找,真够可以的,"
225,0:00:14,"特意发个微博好了,找了半天没能找出一张正常的合照,恭喜你已经到了可以领证的年纪,我妈开玩笑说快去把证领了赶紧工作生娃吧,一步步来,一步步走,一起走,农历生日快乐,爱你张小胖,"
226,0:00:14,"惨了,乱吃东西的结果,"
227,0:00:14,"睡觉,周末来了,"
228,0:00:14,"过两天十七岁就来了,岁月好快,"
229,0:00:14,",月,请让我心情好一些,请让我看开一些,请让我坦然一些,早安,"
230,0:00:14,"今天本来妆都化好,结果某人一个电话打来说我这么晚还没出门干脆不见了,嘲笑了下镜子里的自己,恨恨地把妆卸哦不过还是美美地和,回来吃小吃看电影到现在才回来被我爸凶得好惨,亲亲么么哒,朋友真的能填补你的冷,"
231,0:00:14,"虽然还特别木有能力干什么,但是感情需要惊喜,对不起,偶尔的奢侈一次,因为一份值得的冲动,矛盾而窃喜,晚安,明天会更好,"
232,0:00:14,"年轻不是我们的资本,我们也不能拿青春当资本,因为青春它伤不起,"
233,0:00:14,",岗岗加油,最棒,"
234,0:00:15,"诶,你有没有觉得今年二月特别漫长,你好,三月,"
235,0:00:15,"终于回来了,好贵,"
236,0:00:15,"明天要男生们为女生拍女生节视频我觉得我太大牌了这种小场面就不用上场了所以,家里了,"
237,0:00:15,"少女时代,国民女团油管第一其他我就不说了九姐姐加油三月等你们回归,详情,"
238,0:00:15,"生日快乐宝贝,陪你的第三个生日,会看着你越来越耀眼,得到越来越多的肯定,你可是我的爱人,一直深爱从未改变,胡夏,生日快乐,我会一直爱你,"
239,0:00:15,"我会好好努力让自己更好,"
240,0:00:15,"真的很搞笑,我干嘛真么关心呢,关我屁事啊,"
241,0:00:15,"岁月会一直存在,"
